-17592186044416	0
-15936014065198	0
-17566298708703	0
-11929065837670	999
-15953385714157	0
-8368755481663	999
-8342028361066	999
-16862713832387	0
-17274668464747	0
-17589729949407	0
-15785773998104	0
-16152396467443	0
-7567935071845	1
-8388299494516	1
-7400619422129	1
-11639159363815	999
-16875190966179	0
-17302994220618	0
-15785782296536	0
-6590274356685	1
-8387859464500	1
-7223151526219	1
-7220462671198	1
-13961721001393	0
-13315609003225	0
-15249320875407	4
-12680329334793	8
-7145978357777	1
-13779130951933	0
-10279347601425	2
-13673331005044	0
-13029446757856	0
-8326577679373	1
-8913014426462	1
-13211618034871	0
-13129862534590	0
-17195045576644	0
-14480338425512	0
-13438350568728	0
-10887077980886	999
-16560648719531	0
-13438497821976	0
-16143139728907	0
-14217940665790	0
-13029333067552	0
-9695366144411	999
-17044611705994	0
-17057336536668	0
-16502998425608	0
-16407970374882	0
-7260005830917	1
-15436347675057	4
-8924512029187	1
-13076951513655	8
-8928271524407	1
-15155461831674	4
-17473407803812	0
-17486132634486	0
-14992205925606	0
-16408130110692	0
-15482089008240	4
-8403609430739	1
-8995902958924	1
-15574678049694	4
-15204663745071	4
-12625340005944	8
-15607715023161	0
-17564611143546	0
-13607818164949	6
-13135107230653	0
-8387963285854	1
-16666063028250	0
-17364105571069	0
-12551277023223	8
-15726285742443	0
-17577609318395	0
-15746044053478	0
-17539412137329	0
-13991998919162	12
-10883973742649	999
-13151068315050	8
-15112387615125	4
-6497108229082	1
-17295267395081	0
-17080465500262	0
-16428871270961	0
-17576307541106	0
-17390284991229	0
-17592154901997	0
-16432935658051	0
-17413569943082	0
-16111978908974	0
-17569227613791	0
-16132279463021	0
-16862564282389	0
-16576844400579	0
-17582972837843	0
-17527444709842	0
-7247041217588	1
-8501171354611	1
-8574216924648	1
-13315642162897	0
-13316792041147	0
-17013437246608	0
-16202150404425	0
-17570353117562	0
-15467645080052	0
-16154959172635	0
-17463749351857	0
-17525288517457	0
-17409019581506	0
-6575667643551	1
-17040805705577	0
-17560211778496	0
-17555525600908	0
-16631976016240	0
-17372881467339	0
-16995092937104	0
-17369178595883	0
-17284903461991	0
-17295655632233	0
-8398838226103	1
-16258907882714	0
-16553926907313	0
-13721410009244	12
-17555196464392	0
-17297051161824	0
-16953090304853	0
-17555781595976	0
-16645555018069	0
-16770979369448	0
-16437431338171	0
-17570711990938	0
-16280425848799	0
-16325149286015	0
-17479313589356	0
-17408208939124	0
-17553726613609	0
-17416622420340	0
-17177218148332	0
-17372187178941	0
-16987401581024	0
-16902612027880	0
-16316228272707	0
-17591945204242	0
-13764333691409	12
-17519894014371	0
-16760549748175	0
-17544711350513	0
-12606212533398	8
-10890937526664	999
-8415191616274	999
-10595084814413	999
-16980405633998	0
-16728462771289	0
-17520039501615	0
-14925618469405	0
-15783415993429	0
-17521203399567	0
-14966055342106	0
-13019619888213	8
-12606271724673	8
-17432304014901	0
-16920142484900	0
-15931023995549	0
-12860204424987	8
-7625129338857	1
-8572096918135	1
-12786087623592	8
-8798368162325	1
-8954232146165	1
-13695469886901	0
-15745754457746	0
-12887449178939	0
-13069829767066	8
-12835469426367	0
-7164539693226	1
-15113321941518	4
-15119068053475	4
-8398764621933	1
-8793827113389	1
-6564974121791	1
-17476214291737	0
-15444191792201	0
-15367749821638	0
-17478093677945	0
-15027379020439	0
-16005900428075	0
-15684880312260	0
-15993286330192	0
-17576568704379	0
-15668916918404	0
-17583654492799	0
-17501254665245	0
-17480311820124	0
-16297197137755	0
-16857710218898	0
-17021250204521	0
-17485302973964	0
-17564563998296	0
-17514797698356	0
-16123893818543	0
-16428892079842	0
-17259678624621	0
-17191649814094	0
-17169227621619	0
-15618240081869	0
-17591339320762	0
-16418872954077	0
-17396885283970	0
-16439327796221	0
-17421153879042	0
-16101532099935	0
-16146255537151	0
-16757695974792	0
-15678199753321	0
-17557537568726	0
-15640995243593	0
-17550018641238	0
-16172736075386	0
-17438761371751	0
-17519675783505	0
-17034861519231	0
-17283548594645	0
-17520839681457	0
-16744083618772	0
-7218025609072	1
-8728514391107	1
-13679427055459	0
-13031510302755	0
-7235213833935	1
-13218689871697	0
-17247681778775	0
-17212310385975	0
-17186463786814	0
-17140871070987	0
-17480718265425	0
-17300974945645	0
-17543451629991	0
-17218758582660	0
-16287943752750	0
-17572156518879	0
-16311173211885	0
-17474322435516	0
-17490294127804	0
-16040037373763	0
-17479385755963	0
-16854350103748	0
-17186895955754	0
-17143234116873	0
-15611136624803	0
-17575318197584	0
-14442440607422	0
-17560440898527	0
-16406760121140	0
-16316763641537	0
-17521057912323	0
-15603606941609	0
-17574462236300	0
-15986133603437	0
-17352629542777	0
-16283221063625	0
-17269937704759	0
-16982871179339	0
-17549197438297	0
-17406010774968	0
-17193291499377	0
-17581384891221	0
-17323072660703	0
-17411705737024	0
-17519748527127	0
-16932468298187	0
-17380178575661	0
-17580376294786	0
-16579200092459	0
-7392726224855	1
-7430423819841	1
-17555708454528	0
-16188131156988	0
-17584373309499	0
-16272040204321	0
-12492134643926	0
-16392234441839	0
-15643320525451	0
-17550488574206	0
-17293518595938	0
-15967446877897	0
-17591416898710	0
-17557995293032	0
-16551366337679	0
-17468171552830	0
-16707766735921	0
-15854471981144	0
-17515938177025	0
-15650296371025	0
-17551898373110	0
-7744736625505	1
-13779594463618	0
-8403009755399	1
-17555306176564	0
-17077726449246	0
